InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV100397,P122,Product 13,4,2024-04-21,5.2,,United Kingdom
INV100398,P421,Product 42,1,2023-11-06,92.08,10245.0,United Kingdom
INV100399,P955,Product 7,10,2023-09-12,56.7,10018.0,Netherlands
INV100400,P740,Product 43,1,2023-04-23,89.84,10088.0,Spain
INV100401,P719,Product 23,10,2024-05-26,72.29,10160.0,United Kingdom
INV100402,P914,Product 44,7,2024-03-28,77.24,10249.0,France
INV100403,P587,Product 41,5,2024-05-02,11.96,10173.0,Spain
INV100404,P371,Product 4,7,2023-11-05,42.51,10180.0,India
INV100405,P469,Product 20,6,2023-10-15,6.48,10072.0,Spain
INV100406,P386,Product 26,9,2024-01-28,99.75,10148.0,India
INV100407,P870,Product 26,4,2023-12-17,60.07,10019.0,United Kingdom
INV100408,P649,Product 46,3,2023-06-05,21.36,10135.0,Spain
INV100409,P882,Product 39,4,2023-02-07,14.95,10048.0,India
INV100410,P555,Product 17,3,2023-06-24,87.19,10027.0,France
INV100411,P411,Product 23,3,2024-04-04,13.67,10131.0,Germany
INV100412,P200,Product 7,4,2023-06-15,62.11,10034.0,India
INV100413,P620,Product 30,4,2024-02-14,71.56,10137.0,India
INV100414,P931,Product 5,3,2024-05-09,15.14,10126.0,Spain
INV100415,P103,Product 43,8,2023-04-19,42.7,10005.0,France
INV100416,P341,Product 47,3,2024-02-06,18.62,10205.0,Spain
INV100417,P932,Product 47,6,2024-01-29,34.3,10053.0,Spain
INV100418,P576,Product 49,5,2023-04-03,79.05,10194.0,United Kingdom
INV100419,P755,Product 42,8,2023-02-19,18.79,10117.0,France
INV100420,P861,Product 22,4,2023-03-15,23.1,10067.0,United Kingdom
INV100421,P783,Product 14,1,2023-09-23,61.61,10051.0,Netherlands
INV100422,P626,Product 5,7,2023-06-04,52.38,10197.0,Germany
INV100423,P950,Product 29,8,2024-04-25,8.46,10057.0,France
INV100424,P312,Product 50,8,2023-04-24,28.45,10140.0,France
INV100425,P548,Product 9,8,2023-07-01,26.26,10028.0,India
INV100426,P663,Product 49,6,2024-06-11,31.96,10051.0,France
INV100427,P873,Product 11,10,2024-04-30,35.9,10196.0,Netherlands
INV100428,P129,Product 23,10,2024-04-27,53.16,10023.0,United Kingdom
INV100429,P273,Product 19,1,2023-12-01,15.59,10125.0,France
INV100430,P574,Product 28,2,2024-05-10,11.53,10182.0,India
INV100431,P133,Product 25,6,2024-03-25,95.35,10015.0,United Kingdom
INV100432,P676,Product 37,4,2023-05-24,18.79,10223.0,France
INV100433,P251,Product 18,1,2023-11-13,11.25,10114.0,Germany
INV100434,P574,Product 36,3,2023-02-27,43.1,10226.0,Spain
INV100435,P719,Product 8,4,2023-10-14,71.71,10063.0,Netherlands
INV100436,P537,Product 15,4,2023-08-30,57.88,10175.0,Netherlands
INV100437,P680,Product 34,1,2024-06-01,73.84,10021.0,Netherlands
INV100438,P315,Product 29,2,2023-10-01,99.88,10049.0,Germany
INV100439,P347,Product 20,9,2023-08-02,65.42,10191.0,United Kingdom
INV100440,P464,Product 28,9,2024-02-09,75.8,10195.0,India
INV100441,P763,Product 28,5,2023-01-22,93.51,10133.0,Spain
INV100442,P866,Product 28,8,2024-06-12,85.09,10134.0,Germany
INV100443,P298,Product 47,5,2023-04-07,11.13,10186.0,United Kingdom
INV100444,P342,Product 48,9,2024-03-04,25.65,10031.0,Germany
INV100445,P801,Product 6,5,2024-05-01,96.44,10004.0,France
INV100446,P725,Product 17,10,2023-05-03,88.14,10032.0,Germany
INV100447,P396,Product 31,7,2023-10-26,60.4,10022.0,India
INV100448,P631,Product 36,3,2023-05-14,37.11,10068.0,France
INV100449,P797,Product 2,4,2024-05-02,72.89,10119.0,Netherlands
INV100450,P265,Product 1,6,2023-04-03,81.25,10113.0,France
INV100451,P351,Product 30,2,2024-05-25,13.73,10107.0,Germany
INV100452,P260,Product 10,8,2024-03-17,64.21,10245.0,United Kingdom
INV100453,P638,Product 4,10,2023-10-31,80.02,10232.0,India
INV100454,P366,Product 37,4,2024-01-29,68.7,10080.0,India
INV100455,P529,Product 19,9,2023-03-24,96.07,10180.0,India
INV100456,P231,Product 48,7,2023-08-05,84.56,10114.0,Spain
INV100457,P624,Product 25,2,2023-07-07,93.74,10092.0,Netherlands
INV100458,P735,Product 14,1,2023-02-23,52.77,10136.0,Germany
INV100459,P263,Product 9,7,2023-07-12,70.41,10183.0,India
INV100460,P580,Product 2,8,2023-12-22,5.26,10063.0,France
INV100461,P402,Product 41,8,2023-03-01,82.88,10161.0,France
INV100462,P488,Product 39,2,2023-01-07,86.38,10018.0,Spain
INV100463,P704,Product 49,8,2023-09-18,68.81,10134.0,United Kingdom
INV100464,P135,Product 15,-1,2023-05-06,90.67,10203.0,Netherlands
INV100465,P408,Product 7,6,2024-04-27,52.4,10094.0,France
INV100466,P771,Product 11,9,2023-03-28,21.99,10069.0,France
INV100467,P105,Product 16,8,2023-08-27,65.03,10004.0,Netherlands
INV100468,P200,Product 4,3,2024-05-31,67.2,10070.0,Germany
INV100469,P583,Product 48,6,2023-07-14,79.4,10196.0,France
INV100470,P827,Product 17,6,2023-07-24,91.35,10110.0,India
INV100471,P334,Product 40,7,2023-03-07,7.43,10016.0,Spain
INV100472,P473,Product 37,5,2023-06-11,33.34,10013.0,Spain
INV100473,P259,Product 11,5,2023-09-27,12.25,10248.0,United Kingdom
INV100474,P137,Product 27,10,2023-02-26,90.44,10087.0,France
INV100475,P874,Product 26,3,2023-09-11,10.89,10066.0,India
INV100476,P355,Product 36,7,2024-03-24,71.61,10061.0,India
INV100477,P504,Product 6,5,2023-09-24,88.65,10062.0,Germany
INV100478,P942,Product 24,1,2024-05-01,46.86,10204.0,Netherlands
INV100479,P225,Product 36,10,2023-07-31,37.91,10005.0,India
INV100480,P113,Product 49,6,2024-02-16,28.07,,United Kingdom
INV100481,P529,Product 20,10,2023-07-31,94.05,10017.0,Netherlands
INV100482,P839,Product 39,1,2023-03-25,52.49,,Netherlands
INV100483,P158,Product 12,9,2024-05-31,39.29,10023.0,Netherlands
INV100484,P940,Product 6,1,2024-02-09,59.73,,United Kingdom
INV100485,P448,Product 18,2,2024-03-16,36.64,10026.0,Germany
INV100486,P292,Product 12,10,2023-02-20,62.29,10144.0,Netherlands
INV100487,P757,Product 26,3,2024-04-19,40.61,10217.0,India
INV100488,P337,Product 33,7,2024-02-25,75.49,10036.0,Netherlands
INV100489,P761,Product 19,9,2024-02-05,90.57,10193.0,France
INV100490,P232,Product 26,7,2023-07-18,43.08,10026.0,India
INV100491,P334,Product 19,4,2023-05-09,69.9,10178.0,Germany
INV100492,P623,Product 38,9,2024-03-23,44.84,10057.0,Germany
INV100493,P439,Product 42,6,2024-05-22,41.96,10082.0,India
INV100494,P812,Product 21,-2,2023-11-17,80.83,10014.0,United Kingdom
INV100495,P530,Product 19,5,2023-04-27,38.34,10212.0,India
INV100496,P371,Product 3,7,2023-04-19,9.84,10205.0,France
INV100497,P338,Product 1,2,2024-05-27,92.91,10210.0,France
INV100498,P638,Product 7,8,2023-01-13,57.27,10045.0,Spain
INV100499,P916,Product 48,6,2024-01-23,34.01,10182.0,United Kingdom
INV100500,P463,Product 35,8,2024-04-21,76.68,10156.0,Germany
INV100501,P511,Product 12,6,2023-12-08,90.74,10175.0,United Kingdom
INV100502,P236,Product 10,9,2023-01-26,81.58,10230.0,United Kingdom
INV100503,P514,Product 13,3,2023-05-15,79.57,10134.0,Spain
INV100504,P162,Product 43,9,2023-09-01,16.76,10111.0,United Kingdom
INV100505,P223,Product 44,3,2024-05-15,26.3,10157.0,India
INV100506,P411,Product 44,-5,2023-05-11,78.67,10063.0,Spain
INV100507,P924,Product 30,8,2024-01-09,81.92,10091.0,Spain
INV100508,P301,Product 10,6,2023-07-21,68.03,10242.0,France
INV100509,P635,Product 1,1,2023-02-28,41.6,10153.0,Netherlands
INV100510,P295,Product 12,2,2024-03-04,31.49,10077.0,Netherlands
INV100511,P751,Product 16,5,2023-04-02,83.84,10065.0,Spain
INV100512,P237,Product 3,3,2024-04-30,61.58,10096.0,Spain
INV100513,P720,Product 34,6,2024-05-04,73.63,10215.0,India
INV100514,P765,Product 44,10,2023-04-12,18.23,10107.0,France
INV100515,P310,Product 18,4,2023-02-10,85.95,10031.0,France
INV100516,P444,Product 11,2,2023-01-20,83.18,10194.0,United Kingdom
INV100517,P891,Product 13,10,2024-05-13,64.34,10137.0,India
INV100518,P890,Product 50,9,2023-01-10,33.95,10078.0,Germany
INV100519,P844,Product 38,10,2023-10-12,25.76,10120.0,France
INV100520,P524,Product 17,6,2023-02-01,17.73,10051.0,Germany
INV100521,P409,Product 42,6,2023-10-19,11.54,10114.0,United Kingdom
INV100522,P334,Product 40,5,2024-02-07,29.81,10218.0,Netherlands
INV100523,P623,Product 38,2,2023-07-29,57.21,10204.0,United Kingdom
INV100524,P280,Product 9,-4,2024-06-05,57.02,10150.0,Spain
INV100525,P446,Product 16,9,2024-06-07,28.28,10091.0,Netherlands
INV100526,P972,Product 22,10,2023-02-01,67.64,10137.0,Germany
INV100527,P762,Product 8,10,2023-02-06,86.19,10201.0,Germany
INV100528,P769,Product 17,5,2023-09-18,73.27,10114.0,Germany
INV100529,P332,Product 42,-2,2024-02-02,10.59,10038.0,Netherlands
INV100530,P790,Product 10,5,2024-02-10,80.08,10096.0,Germany
INV100531,P472,Product 48,5,2023-10-06,67.89,10013.0,India
INV100532,P341,Product 44,6,2023-10-06,51.17,10237.0,Spain
INV100533,P438,Product 19,5,2023-12-22,21.29,10184.0,India
INV100534,P449,Product 11,6,2023-01-31,58.49,10005.0,Spain
INV100535,P842,Product 28,4,2024-02-04,49.09,10143.0,United Kingdom
INV100536,P957,Product 16,3,2024-03-19,52.37,10139.0,France
INV100537,P131,Product 24,2,2024-02-16,53.61,10012.0,France
INV100538,P968,Product 31,2,2023-09-21,51.1,10114.0,India
INV100539,P407,Product 44,-10,2023-08-15,39.72,10221.0,Spain
INV100540,P407,Product 2,8,2023-04-17,31.64,10243.0,Netherlands
INV100541,P968,Product 11,6,2023-04-24,36.09,10207.0,France
INV100542,P958,Product 16,9,2023-10-28,54.48,10220.0,Netherlands
INV100543,P748,Product 40,-1,2023-03-12,77.65,10070.0,Netherlands
INV100544,P260,Product 42,5,2023-04-17,31.06,10001.0,Netherlands
INV100545,P573,Product 9,6,2023-08-11,45.87,10153.0,Netherlands
INV100546,P276,Product 18,8,2024-01-15,62.8,10113.0,France
INV100547,P943,Product 35,5,2023-02-04,21.59,10120.0,Netherlands
INV100548,P885,Product 6,1,2024-05-30,85.21,10112.0,United Kingdom
INV100549,P110,Product 29,5,2023-11-08,77.07,10157.0,Netherlands
INV100550,P803,Product 46,5,2023-07-06,6.48,10192.0,India
INV100551,P987,Product 27,2,2023-01-03,89.91,10131.0,United Kingdom
INV100552,P982,Product 16,3,2024-01-12,33.77,10124.0,Netherlands
INV100553,P813,Product 10,1,2024-04-18,66.85,10153.0,India
INV100554,P247,Product 32,8,2023-05-20,41.35,10087.0,Spain
INV100555,P874,Product 38,3,2024-06-06,70.39,10054.0,United Kingdom
INV100556,P845,Product 39,2,2023-06-28,37.82,10006.0,Netherlands
INV100557,P209,Product 35,6,2023-07-01,5.82,10212.0,Germany
INV100558,P358,Product 2,3,2024-05-24,51.03,10239.0,Netherlands
INV100559,P278,Product 27,10,2023-05-12,95.24,10027.0,United Kingdom
INV100560,P278,Product 39,2,2023-03-26,88.07,10192.0,France
INV100561,P468,Product 28,1,2023-03-24,96.37,10129.0,Spain
INV100562,P516,Product 19,9,2023-07-06,35.92,10212.0,India
INV100563,P813,Product 5,8,2023-09-27,39.44,10174.0,Spain
INV100564,P502,Product 44,5,2024-06-20,92.28,10079.0,Spain
INV100565,P305,Product 39,1,2023-11-13,47.05,10120.0,France
INV100566,P165,Product 23,5,2023-04-18,67.75,10152.0,India
INV100567,P194,Product 45,10,2023-09-16,54.61,10032.0,India
INV100568,P763,Product 24,1,2024-04-07,63.01,10129.0,Spain
INV100569,P320,Product 17,9,2023-08-24,45.48,10141.0,France
INV100570,P827,Product 24,6,2023-05-30,38.45,10203.0,India
INV100571,P941,Product 31,5,2023-12-21,7.59,10166.0,Germany
INV100572,P814,Product 43,8,2024-06-27,19.29,10071.0,India
INV100573,P707,Product 35,7,2024-04-08,33.09,10095.0,Germany
INV100574,P562,Product 19,10,2023-06-24,82.65,10063.0,Spain
INV100575,P499,Product 28,9,2023-07-06,75.27,10154.0,Germany
INV100576,P229,Product 45,5,2023-05-25,96.16,10078.0,India
INV100577,P272,Product 23,2,2023-12-09,43.32,10225.0,Spain
INV100578,P137,Product 35,1,2023-09-16,7.12,10207.0,India
INV100579,P214,Product 24,7,2024-05-24,51.89,10020.0,United Kingdom
INV100580,P418,Product 5,1,2024-04-30,71.54,10239.0,Germany
INV100581,P532,Product 21,-4,2023-09-03,41.16,10152.0,France
INV100582,P589,Product 46,7,2023-08-06,52.08,10079.0,Netherlands
INV100583,P483,Product 14,4,2023-01-22,53.99,10044.0,United Kingdom
INV100584,P156,Product 48,1,2024-06-06,39.1,10103.0,Netherlands
INV100585,P681,Product 8,7,2024-06-26,11.74,10182.0,Spain
INV100586,P342,Product 32,2,2024-02-04,92.26,10103.0,France
INV100587,P903,Product 16,8,2024-07-04,75.43,10087.0,Germany
INV100588,P485,Product 6,6,2023-04-23,55.44,10225.0,France
INV100589,P420,Product 43,10,2023-02-22,21.84,10098.0,United Kingdom
INV100590,P471,Product 22,6,2023-04-02,28.67,10086.0,Spain
INV100591,P833,Product 20,6,2024-03-08,60.54,10229.0,Netherlands
INV100592,P223,Product 28,8,2023-03-05,51.93,10151.0,France
INV100593,P846,Product 24,10,2023-07-30,68.04,10186.0,France
INV100594,P973,Product 34,4,2023-09-02,27.76,10128.0,United Kingdom
INV100595,P175,Product 40,6,2023-03-28,81.04,10225.0,India
INV100596,P249,Product 28,5,2024-01-18,32.16,10204.0,Spain
INV100597,P998,Product 19,9,2023-12-31,9.22,10075.0,Spain
INV100598,P722,Product 22,6,2023-05-26,60.55,10196.0,Netherlands
INV100599,P439,Product 45,2,2023-07-18,98.07,10018.0,France
INV100600,P599,Product 22,7,2023-03-20,6.43,10120.0,United Kingdom
INV100601,P422,Product 20,4,2023-05-09,38.72,10116.0,United Kingdom
INV100602,P192,Product 14,-4,2023-05-28,83.22,10140.0,United Kingdom
INV100603,P251,Product 28,9,2023-08-31,45.82,10112.0,India
INV100604,P141,Product 40,5,2023-09-26,47.34,10126.0,India
INV100605,P491,Product 41,2,2024-04-23,46.29,10012.0,Netherlands
INV100606,P267,Product 38,9,2023-08-04,68.08,10101.0,Germany
INV100607,P721,Product 17,1,2023-11-08,6.01,10001.0,Spain
INV100608,P284,Product 29,6,2023-03-11,61.2,10045.0,Spain
INV100609,P349,Product 14,1,2024-02-29,5.77,10092.0,France
INV100610,P886,Product 5,3,2023-12-29,6.38,10000.0,Netherlands
INV100611,P302,Product 49,1,2024-05-27,98.59,10168.0,Spain
INV100612,P921,Product 10,1,2023-08-21,72.45,10018.0,Germany
INV100613,P723,Product 42,3,2023-10-15,13.89,10185.0,Netherlands
INV100614,P306,Product 19,2,2023-03-22,78.19,10025.0,Netherlands
INV100615,P996,Product 17,5,2023-05-02,12.05,10211.0,Germany
INV100616,P121,Product 28,8,2023-06-21,66.79,10146.0,France
INV100617,P425,Product 32,5,2023-07-11,36.85,10027.0,France
INV100618,P720,Product 26,8,2023-02-05,33.49,10132.0,Netherlands
INV100619,P296,Product 30,3,2024-04-30,60.53,10215.0,France
INV100620,P787,Product 12,10,2024-01-03,66.74,10009.0,France
INV100621,P868,Product 6,5,2023-12-20,88.81,10158.0,Spain
INV100622,P884,Product 32,5,2024-02-14,47.17,10080.0,Germany
INV100623,P153,Product 35,-8,2024-03-19,76.64,10053.0,India
INV100624,P867,Product 13,1,2023-04-10,37.29,10237.0,Spain
INV100625,P906,Product 45,3,2024-04-27,38.01,10000.0,Spain
INV100626,P467,Product 30,5,2023-08-20,22.07,10238.0,Netherlands
INV100627,P700,Product 18,6,2023-07-23,75.2,10073.0,United Kingdom
INV100628,P653,Product 30,10,2023-04-26,6.14,10198.0,Netherlands
INV100629,P582,Product 31,7,2023-01-02,40.33,10230.0,India
INV100630,P853,Product 16,4,2024-06-22,14.09,10058.0,United Kingdom
INV100631,P692,Product 15,4,2023-03-11,56.36,10154.0,Spain
INV100632,P317,Product 42,8,2023-01-27,85.53,10066.0,United Kingdom
INV100633,P274,Product 17,5,2024-01-25,33.62,10012.0,Germany
INV100634,P906,Product 47,5,2024-04-06,61.39,10243.0,France
INV100635,P422,Product 34,5,2023-09-22,54.69,10039.0,Netherlands
INV100636,P475,Product 31,8,2023-08-22,95.56,10032.0,Germany
INV100637,P573,Product 4,4,2024-04-08,72.61,10145.0,France
INV100638,P749,Product 42,4,2023-10-21,19.25,10199.0,Germany
INV100639,P937,Product 49,9,2023-04-01,46.04,10150.0,Germany
INV100640,P367,Product 5,9,2023-12-01,5.69,10062.0,France
INV100641,P460,Product 31,-2,2024-05-19,54.57,10026.0,India
INV100642,P181,Product 39,3,2023-06-17,23.38,10113.0,India
INV100643,P171,Product 26,1,2023-11-16,63.71,10085.0,Germany
INV100644,P338,Product 28,9,2023-05-04,78.26,10214.0,Germany
INV100645,P879,Product 1,4,2023-10-07,36.58,10239.0,Spain
INV100646,P913,Product 23,9,2023-09-04,53.06,10017.0,Spain
INV100647,P402,Product 49,3,2023-07-15,62.79,10019.0,United Kingdom
INV100648,P727,Product 23,6,2023-04-10,52.26,10085.0,France
INV100649,P684,Product 43,-7,2024-01-30,64.74,10136.0,India
INV100650,P198,Product 8,7,2023-09-06,56.66,10024.0,Netherlands
INV100651,P834,Product 27,1,2024-02-20,12.58,10146.0,Spain
INV100652,P976,Product 40,8,2023-03-18,69.53,10041.0,Netherlands
INV100653,P863,Product 28,10,2023-11-19,73.86,10142.0,Netherlands
INV100654,P740,Product 14,8,2023-01-26,39.92,10057.0,Spain
INV100655,P601,Product 33,2,2023-05-28,16.47,10095.0,Spain
INV100656,P481,Product 10,8,2024-03-12,76.32,10218.0,United Kingdom
INV100657,P672,Product 39,1,2023-06-28,69.41,10242.0,France
INV100658,P527,Product 47,1,2024-01-11,22.21,10165.0,United Kingdom
INV100659,P763,Product 3,7,2023-12-23,10.98,10196.0,United Kingdom
INV100660,P246,Product 6,10,2023-08-16,59.98,10175.0,Spain
INV100661,P251,Product 26,5,2023-01-14,97.26,10217.0,Spain
INV100662,P539,Product 14,10,2024-06-16,69.35,10222.0,Germany
INV100663,P834,Product 9,3,2023-09-21,56.83,,France
INV100664,P617,Product 50,1,2024-04-26,74.87,10123.0,Spain
INV100665,P169,Product 44,8,2023-04-01,12.11,10173.0,Germany
INV100666,P707,Product 19,10,2023-03-20,41.74,10189.0,India
INV100667,P366,Product 14,5,2023-07-29,33.79,10191.0,Spain
INV100668,P910,Product 30,10,2023-11-12,71.05,10206.0,Netherlands
INV100669,P396,Product 27,6,2023-04-26,85.61,10180.0,India
INV100670,P517,Product 17,8,2024-03-16,36.84,10156.0,France
INV100671,P755,Product 21,3,2023-03-01,35.26,10170.0,United Kingdom
INV100672,P276,Product 5,3,2023-03-31,24.26,10116.0,United Kingdom
INV100673,P524,Product 10,5,2023-07-19,39.03,10229.0,Spain
INV100674,P244,Product 40,4,2024-06-14,32.06,10227.0,France
INV100675,P503,Product 5,10,2023-11-17,98.93,10139.0,United Kingdom
INV100676,P353,Product 46,9,2023-01-14,37.52,10158.0,India
INV100677,P158,Product 24,8,2024-03-01,80.2,10243.0,Spain
INV100678,P611,Product 24,7,2023-03-25,43.63,10023.0,Spain
INV100679,P918,Product 50,9,2023-10-20,17.38,10217.0,India
INV100680,P517,Product 37,7,2023-07-07,6.41,10043.0,Germany
INV100681,P464,Product 36,4,2024-02-26,71.17,,Spain
INV100682,P211,Product 30,2,2024-02-14,38.03,10094.0,Germany
INV100683,P951,Product 24,5,2023-07-10,14.82,10060.0,United Kingdom
INV100684,P982,Product 26,9,2023-05-17,11.77,10142.0,India
INV100685,P287,Product 31,1,2024-03-21,96.64,,Spain
INV100686,P137,Product 42,4,2024-04-24,27.75,10097.0,Netherlands
INV100687,P644,Product 42,1,2024-04-27,64.33,10233.0,Netherlands
INV100688,P750,Product 22,2,2023-11-01,64.97,10154.0,India
INV100689,P790,Product 6,1,2024-04-22,49.99,10150.0,Germany
INV100690,P827,Product 5,1,2023-09-11,67.75,10240.0,Netherlands
INV100691,P454,Product 44,-3,2023-04-08,5.89,10218.0,India
INV100692,P852,Product 11,9,2024-05-05,40.93,10243.0,Germany
INV100693,P639,Product 37,6,2024-02-21,84.41,10204.0,United Kingdom
INV100694,P224,Product 20,5,2024-07-04,91.1,10116.0,Netherlands
INV100695,P119,Product 48,7,2023-04-12,60.93,10124.0,France
INV100696,P651,Product 32,1,2023-01-19,37.69,10079.0,India
INV100697,P648,Product 16,5,2023-07-04,63.74,10023.0,Spain
INV100698,P113,Product 7,1,2023-03-27,63.53,10039.0,India
INV100699,P592,Product 47,10,2024-01-02,10.2,10050.0,France
INV100700,P513,Product 5,10,2024-01-17,63.33,10187.0,United Kingdom
INV100701,P847,Product 36,6,2024-05-18,56.03,10189.0,India
INV100702,P410,Product 40,5,2023-07-17,84.63,10235.0,Netherlands
INV100703,P132,Product 24,6,2023-06-29,44.0,10224.0,India
INV100704,P769,Product 15,7,2024-03-11,78.7,10217.0,India
INV100705,P737,Product 43,4,2023-02-12,59.05,10189.0,Netherlands
INV100706,P156,Product 4,3,2024-02-29,27.34,10129.0,Germany
INV100707,P393,Product 8,8,2024-06-21,17.02,10141.0,Netherlands
INV100708,P167,Product 35,4,2024-03-16,75.96,10001.0,Spain
INV100709,P504,Product 30,6,2024-05-26,63.6,10214.0,Netherlands
INV100710,P706,Product 27,4,2023-11-07,28.57,10125.0,France
INV100711,P519,Product 27,7,2024-06-21,96.56,,Netherlands
INV100712,P674,Product 44,3,2023-03-02,98.85,10221.0,Germany
INV100713,P308,Product 30,8,2023-10-08,42.25,10087.0,Germany
INV100714,P730,Product 32,8,2023-03-30,96.32,10043.0,United Kingdom
INV100715,P569,Product 30,5,2023-02-19,64.16,10151.0,India
INV100716,P874,Product 30,7,2024-04-06,67.85,10226.0,Netherlands
INV100717,P437,Product 27,1,2024-05-14,74.52,10101.0,Spain
INV100718,P488,Product 35,9,2024-02-12,29.24,10028.0,India
INV100719,P674,Product 34,4,2024-03-30,99.16,,France
INV100720,P935,Product 26,-9,2023-07-04,52.17,10027.0,Germany
INV100721,P363,Product 34,5,2023-04-29,6.37,10107.0,India
INV100722,P645,Product 16,8,2024-01-05,86.2,10182.0,India
INV100723,P521,Product 40,9,2024-03-14,88.28,10109.0,India
INV100724,P430,Product 18,5,2023-08-08,42.08,10223.0,France
INV100725,P525,Product 10,4,2023-05-21,61.38,10196.0,France
INV100726,P131,Product 20,7,2023-11-24,27.26,10146.0,India
INV100727,P995,Product 26,7,2023-12-01,35.49,10231.0,France
INV100728,P563,Product 43,5,2023-07-28,15.85,10013.0,United Kingdom
INV100729,P865,Product 37,6,2023-04-03,55.57,10079.0,France
INV100730,P905,Product 12,2,2023-04-25,79.95,,Spain
INV100731,P345,Product 3,2,2023-05-10,88.0,10202.0,Spain
INV100732,P752,Product 29,3,2024-03-24,14.54,10035.0,India
INV100733,P555,Product 29,6,2024-01-22,83.59,10171.0,France
INV100734,P286,Product 34,8,2023-01-07,6.27,10104.0,Spain
INV100735,P549,Product 15,1,2024-06-15,19.49,10147.0,India
INV100736,P580,Product 22,4,2023-06-05,93.3,,United Kingdom
INV100737,P775,Product 21,8,2023-01-15,16.76,10069.0,Spain
INV100738,P434,Product 26,10,2024-04-28,88.55,10073.0,France
INV100739,P906,Product 9,3,2023-09-24,22.15,10034.0,United Kingdom
INV100740,P916,Product 15,9,2023-07-21,74.7,10160.0,Netherlands
INV100741,P314,Product 39,-8,2024-06-05,26.27,10166.0,Spain
INV100742,P569,Product 36,2,2023-09-14,75.83,10110.0,Germany
INV100743,P544,Product 23,-8,2023-11-21,49.67,10068.0,France
INV100744,P810,Product 42,10,2023-12-07,42.52,10056.0,Netherlands
INV100745,P759,Product 13,6,2023-11-21,47.99,10121.0,Spain
INV100746,P166,Product 4,3,2023-02-08,33.51,10209.0,United Kingdom
INV100747,P550,Product 26,7,2024-06-27,10.2,10072.0,Spain
INV100748,P913,Product 23,1,2023-11-14,48.95,10072.0,France
INV100749,P999,Product 29,3,2023-09-20,97.1,10119.0,Spain
INV100750,P282,Product 24,1,2024-02-26,22.39,10193.0,Netherlands
INV100751,P278,Product 42,2,2023-07-01,10.29,10204.0,Germany
INV100752,P198,Product 13,8,2023-04-12,67.17,10200.0,Germany
INV100753,P604,Product 17,7,2024-02-13,19.49,10119.0,United Kingdom
INV100754,P272,Product 50,-10,2024-03-12,38.47,10085.0,India
INV100755,P124,Product 43,3,2023-09-13,76.44,10158.0,Spain
INV100756,P350,Product 12,2,2024-04-23,68.74,10237.0,India
INV100757,P721,Product 18,8,2023-10-27,47.36,10197.0,Spain
INV100758,P449,Product 22,9,2023-10-19,60.89,10073.0,Spain
INV100759,P942,Product 37,4,2024-01-27,19.86,10213.0,France
INV100760,P290,Product 31,4,2024-04-25,34.34,10239.0,Spain
INV100761,P808,Product 37,-5,2024-04-06,14.01,10215.0,Netherlands
INV100762,P432,Product 21,1,2023-01-09,74.18,10233.0,France
INV100763,P601,Product 45,-5,2024-01-29,81.12,10231.0,India
INV100764,P640,Product 13,5,2023-10-11,13.08,10207.0,France
INV100765,P506,Product 10,8,2024-01-17,76.43,10015.0,Spain
INV100766,P344,Product 3,9,2024-04-19,55.34,10215.0,France
INV100767,P666,Product 41,9,2023-04-17,30.09,10163.0,Netherlands
INV100768,P573,Product 29,9,2024-01-28,25.93,10107.0,Spain
INV100769,P892,Product 43,8,2023-12-29,9.13,10021.0,France
INV100770,P556,Product 41,9,2023-04-20,6.75,10045.0,Spain
INV100771,P433,Product 35,-2,2023-10-05,60.19,10095.0,Netherlands
INV100772,P400,Product 19,1,2024-04-03,26.7,10213.0,India
INV100773,P422,Product 44,3,2023-10-18,81.08,10104.0,India
INV100774,P919,Product 1,5,2023-11-16,69.58,10083.0,France
INV100775,P229,Product 36,6,2023-02-04,50.69,10158.0,France
INV100776,P384,Product 38,6,2023-08-13,97.64,10058.0,France
INV100777,P920,Product 15,10,2024-02-17,84.81,10134.0,United Kingdom
INV100778,P506,Product 36,2,2024-03-13,65.62,10135.0,India
INV100779,P604,Product 33,8,2023-11-03,31.58,10090.0,Germany
INV100780,P657,Product 14,10,2024-02-21,62.6,10010.0,India
INV100781,P538,Product 35,7,2023-07-13,45.82,10213.0,Germany
INV100782,P712,Product 42,2,2023-08-28,85.24,10068.0,France
INV100783,P966,Product 9,7,2023-10-01,84.14,10203.0,Netherlands
INV100784,P527,Product 18,8,2024-04-30,46.02,10052.0,Spain
INV100785,P766,Product 26,-2,2023-12-20,99.94,10194.0,Germany
INV100786,P649,Product 2,9,2024-05-29,80.56,10016.0,Netherlands
INV100787,P846,Product 7,8,2023-01-02,43.62,10106.0,Spain
INV100788,P670,Product 48,5,2023-06-20,37.09,10221.0,Germany
INV100789,P312,Product 39,1,2023-04-15,70.61,10001.0,India
INV100790,P876,Product 16,5,2024-04-26,33.23,10212.0,United Kingdom
INV100791,P510,Product 50,9,2023-07-11,70.71,10069.0,Spain
INV100792,P966,Product 11,6,2024-04-15,26.08,10006.0,Germany
INV100793,P928,Product 48,5,2023-02-01,47.85,10242.0,Spain
INV100794,P461,Product 10,2,2023-09-17,74.55,10095.0,United Kingdom
